Chr	Start	End	Peak.ID	Peak.Label	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type
chr10	80133480	80134228	Htt_PeakRegion_05458	WT-specific	NA	intron (ENSMUST00000170219, intron 7 of 8)	-intron (ENSMUST00000105369, intron 8 of 9)	827	ENSMUST00000146180	ENSMUSG00000035640	ENSMUST00000142853	NA	ENSMUSG00000035640	Cbarp	NA	calcium channel, voltage-dependent, beta subunit associated regulatory protein [Source:MGI Symbol;Acc:MGI:1354170]	protein_coding
chr10	80138345	80140385	Htt_PeakRegion_05459	WT-specific	NA	promoter-TSS (ENSMUST00000105369)	-promoter-TSS (ENSMUST00000105369)	0	ENSMUST00000147778	ENSMUSG00000035640	ENSMUST00000142853	NA	ENSMUSG00000035640	Cbarp	NA	calcium channel, voltage-dependent, beta subunit associated regulatory protein [Source:MGI Symbol;Acc:MGI:1354170]	protein_coding
chr10	80141015	80142023	Htt_PeakRegion_05460	WT-specific	NA	promoter-TSS (ENSMUST00000003156)	-promoter-TSS (ENSMUST00000003156)	62	ENSMUST00000105367	ENSMUSG00000003072	ENSMUST00000150347	NA	ENSMUSG00000003072	Atp5d	NA	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit [Source:MGI Symbol;Acc:MGI:1913293]	protein_coding
chr10	80172195	80174482	Htt_PeakRegion_05463	WT-specific	NA	TTS (ENSMUST00000054666)	-TTS (ENSMUST00000054666)	395	ENSMUST00000041882	ENSMUSG00000035595	ENSMUST00000041882	NA	ENSMUSG00000035595	Fam174c	NA	family with sequence similarity 174, member C [Source:MGI Symbol;Acc:MGI:1917020]	protein_coding
chr10	80214077	80214471	Htt_PeakRegion_05466	WT-specific	NA	Intergenic	Intergenic	-12160	ENSMUST00000020365	ENSMUSG00000020156	ENSMUST00000020365	NA	ENSMUSG00000020156	Pwwp3a	NA	PWWP domain containing 3A, DNA repair factor [Source:MGI Symbol;Acc:MGI:1915364]	protein_coding
chr10	80247873	80251000	Htt_PeakRegion_05469	WT-specific	NA	promoter-TSS (ENSMUST00000020361)	-promoter-TSS (ENSMUST00000020361)	-12	ENSMUST00000152939	ENSMUSG00000020153	ENSMUST00000152939	NA	ENSMUSG00000020153	Ndufs7	NA	NADH:ubiquinone oxidoreductase core subunit S7 [Source:MGI Symbol;Acc:MGI:1922656]	protein_coding
chr10	80302811	80304414	Htt_PeakRegion_05470	WT-specific	NA	TTS (ENSMUST00000140658)	-TTS (ENSMUST00000140658)	1793	ENSMUST00000020349	ENSMUSG00000020135	ENSMUST00000140828	NA	ENSMUSG00000020135	Apc2	NA	APC regulator of WNT signaling pathway 2 [Source:MGI Symbol;Acc:MGI:1346052]	protein_coding
chr10	80309777	80310474	Htt_PeakRegion_05471	WT-specific	NA	intron (ENSMUST00000105359, intron 14 of 14)	-intron (ENSMUST00000020349, intron 13 of 13)	8306	ENSMUST00000020349	ENSMUSG00000020135	ENSMUST00000140828	NA	ENSMUSG00000020135	Apc2	NA	APC regulator of WNT signaling pathway 2 [Source:MGI Symbol;Acc:MGI:1346052]	protein_coding
chr10	80344665	80345039	Htt_PeakRegion_05473	mHTT-specific	NA	exon (ENSMUST00000095446, exon 6 of 13)	-exon (ENSMUST00000095446, exon 6 of 13)	386	ENSMUST00000138705	ENSMUSG00000043822	ENSMUST00000138705	NA	ENSMUSG00000043822	Adamtsl5	NA	ADAMTS-like 5 [Source:MGI Symbol;Acc:MGI:1913798]	protein_coding
chr10	80380077	80380981	Htt_PeakRegion_05474	WT-specific	NA	TTS (ENSMUST00000123141)	-TTS (ENSMUST00000123141)	1458	ENSMUST00000123141	ENSMUSG00000048696	ENSMUST00000123141	NA	ENSMUSG00000048696	Mex3d	NA	mex3 RNA binding family member D [Source:MGI Symbol;Acc:MGI:2681847]	protein_coding
chr10	80390269	80391223	Htt_PeakRegion_05475	WT-specific	NA	Intergenic	Intergenic	-3087	ENSMUST00000105350	ENSMUSG00000048696	ENSMUST00000123141	NA	ENSMUSG00000048696	Mex3d	NA	mex3 RNA binding family member D [Source:MGI Symbol;Acc:MGI:2681847]	protein_coding
chr10	80417837	80418543	Htt_PeakRegion_05477	WT-specific	NA	intron (ENSMUST00000156990, intron 7 of 17)	-intron (ENSMUST00000020377, intron 8 of 18)	-1902	ENSMUST00000127931	ENSMUSG00000020167	ENSMUST00000156990	NA	ENSMUSG00000020167	Tcf3	NA	transcription factor 3 [Source:MGI Symbol;Acc:MGI:98510]	protein_coding
chr10	80434033	80435343	Htt_PeakRegion_05478	WT-specific	NA	Intergenic	Intergenic	-1041	ENSMUST00000105343	ENSMUSG00000020167	ENSMUST00000156990	NA	ENSMUSG00000020167	Tcf3	NA	transcription factor 3 [Source:MGI Symbol;Acc:MGI:98510]	protein_coding
chr10	80600547	80602396	Htt_PeakRegion_05479	WT-specific	NA	Intergenic	Intergenic	-1408	ENSMUST00000038411	ENSMUSG00000035370	ENSMUST00000178231	NA	ENSMUSG00000035370	Gm49322	NA	predicted gene, 49322 [Source:MGI Symbol;Acc:MGI:6121503]	protein_coding
chr10	80603321	80604415	Htt_PeakRegion_05480	WT-specific	NA	intron (ENSMUST00000180350, intron 1 of 6)	-intron (ENSMUST00000038411, intron 1 of 1)	615	ENSMUST00000180350	ENSMUSG00000078441	ENSMUST00000079883	NA	ENSMUSG00000078441	NA	NA	NA	NA
chr10	80682324	80682551	Htt_PeakRegion_05482	WT-specific	NA	exon (ENSMUST00000181866, exon 1 of 2)	-exon (ENSMUST00000181866, exon 1 of 2)	600	ENSMUST00000181866	ENSMUSG00000097889	ENSMUST00000181866	NA	ENSMUSG00000097889	NA	NA	NA	NA
chr10	80703172	80707891	Htt_PeakRegion_05484	WT-specific	NA	TTS (ENSMUST00000095426)	-TTS (ENSMUST00000095426)	2839	ENSMUST00000095426	ENSMUSG00000055862	ENSMUST00000095426	NA	ENSMUSG00000055862	Izumo4	NA	IZUMO family member 4 [Source:MGI Symbol;Acc:MGI:1918814]	protein_coding
chr10	80737872	80739715	Htt_PeakRegion_05486	WT-specific	NA	intron (ENSMUST00000020420, intron 1 of 30)	-intron (ENSMUST00000020420, intron 1 of 30)	3417	ENSMUST00000020420	ENSMUSG00000020198	ENSMUST00000020420	NA	ENSMUSG00000020198	Ap3d1	NA	adaptor-related protein complex 3, delta 1 subunit [Source:MGI Symbol;Acc:MGI:107734]	protein_coding
chr10	80742792	80746910	Htt_PeakRegion_05487	WT-specific	NA	Intergenic	Intergenic	-2640	ENSMUST00000020420	ENSMUSG00000020198	ENSMUST00000020420	NA	ENSMUSG00000020198	Ap3d1	NA	adaptor-related protein complex 3, delta 1 subunit [Source:MGI Symbol;Acc:MGI:107734]	protein_coding
chr10	80792701	80801021	Htt_PeakRegion_05489	WT-specific	NA	intron (ENSMUST00000036805, intron 3 of 5)	-intron (ENSMUST00000036805, intron 3 of 5)	-1337	ENSMUST00000148665	ENSMUSG00000020211	ENSMUST00000151928	NA	ENSMUSG00000020211	Sf3a2	NA	splicing factor 3a, subunit 2 [Source:MGI Symbol;Acc:MGI:104912]	protein_coding
chr10	80816361	80818103	Htt_PeakRegion_05490	WT-specific	NA	Intergenic	Intergenic	-3734	ENSMUST00000180438	ENSMUSG00000020216	ENSMUST00000180438	NA	ENSMUSG00000020216	Jsrp1	NA	junctional sarcoplasmic reticulum protein 1 [Source:MGI Symbol;Acc:MGI:1916700]	protein_coding
chr10	80824950	80826241	Htt_PeakRegion_05492	WT-specific	NA	Intergenic	Intergenic	-1060	ENSMUST00000060987	ENSMUSG00000035242	ENSMUST00000179341	NA	ENSMUSG00000035242	Oaz1	NA	ornithine decarboxylase antizyme 1 [Source:MGI Symbol;Acc:MGI:109433]	protein_coding
chr10	80826520	80828464	Htt_PeakRegion_05493	mHTT-specific	NA	promoter-TSS (ENSMUST00000179620)	-promoter-TSS (ENSMUST00000179620)	-220	ENSMUST00000179620	ENSMUSG00000035242	ENSMUST00000179341	NA	ENSMUSG00000035242	Oaz1	NA	ornithine decarboxylase antizyme 1 [Source:MGI Symbol;Acc:MGI:109433]	protein_coding
chr10	80856140	80856596	Htt_PeakRegion_05495	mHTT-specific	NA	intron (ENSMUST00000035597, intron 1 of 14)	-intron (ENSMUST00000035597, intron 1 of 14)	1093	ENSMUST00000035597	ENSMUSG00000035206	ENSMUST00000035597	NA	ENSMUSG00000035206	Sppl2b	NA	signal peptide peptidase like 2B [Source:MGI Symbol;Acc:MGI:1920468]	protein_coding
chr10	80955735	80959276	Htt_PeakRegion_05501	WT-specific	NA	intron (ENSMUST00000118465, intron 1 of 2)	-intron (ENSMUST00000092285, intron 2 of 3)	-2796	ENSMUST00000121817	ENSMUSG00000083808	ENSMUST00000121817	NA	ENSMUSG00000083808	Gm3828	NA	predicted gene 3828 [Source:MGI Symbol;Acc:MGI:3782000]	processed_pseudogene
chr10	80999457	81003204	Htt_PeakRegion_05502	WT-specific	NA	promoter-TSS (ENSMUST00000099462)	-promoter-TSS (ENSMUST00000099462)	34	ENSMUST00000099462	ENSMUSG00000048240	ENSMUST00000126317	NA	ENSMUSG00000048240	Gng7	NA	guanine nucleotide binding protein (G protein), gamma 7 [Source:MGI Symbol;Acc:MGI:95787]	protein_coding
chr10	81116013	81116711	Htt_PeakRegion_05504	mHTT-specific	NA	intron (ENSMUST00000143517, intron 3 of 10)	-intron (ENSMUST00000048223, intron 3 of 10)	-2250	ENSMUST00000123888	ENSMUSG00000035027	ENSMUST00000123241	NA	ENSMUSG00000035027	Map2k2	NA	mitogen-activated protein kinase kinase 2 [Source:MGI Symbol;Acc:MGI:1346867]	protein_coding
chr10	81123146	81128081	Htt_PeakRegion_05505	WT-specific	NA	TTS (ENSMUST00000143517)	-TTS (ENSMUST00000143517)	3454	ENSMUST00000123241	ENSMUSG00000035027	ENSMUST00000123241	NA	ENSMUSG00000035027	Map2k2	NA	mitogen-activated protein kinase kinase 2 [Source:MGI Symbol;Acc:MGI:1346867]	protein_coding
chr10	81148476	81149780	Htt_PeakRegion_05507	mHTT-specific	NA	TTS (ENSMUST00000117956)	-TTS (ENSMUST00000117956)	6996	ENSMUST00000134017	ENSMUSG00000004934	ENSMUST00000147436	NA	ENSMUSG00000004934	Pias4	NA	protein inhibitor of activated STAT 4 [Source:MGI Symbol;Acc:MGI:2136940]	protein_coding
chr10	81150461	81154670	Htt_PeakRegion_05508	WT-specific	NA	TTS (ENSMUST00000005064)	-TTS (ENSMUST00000005064)	3558	ENSMUST00000134017	ENSMUSG00000004934	ENSMUST00000147436	NA	ENSMUSG00000004934	Pias4	NA	protein inhibitor of activated STAT 4 [Source:MGI Symbol;Acc:MGI:2136940]	protein_coding
chr10	81155887	81156631	Htt_PeakRegion_05509	WT-specific	NA	promoter-TSS (ENSMUST00000134017)	-promoter-TSS (ENSMUST00000134017)	-135	ENSMUST00000134017	ENSMUSG00000004934	ENSMUST00000147436	NA	ENSMUSG00000004934	Pias4	NA	protein inhibitor of activated STAT 4 [Source:MGI Symbol;Acc:MGI:2136940]	protein_coding
chr10	81165722	81168986	Htt_PeakRegion_05510	WT-specific	NA	intron (ENSMUST00000146764, intron 1 of 8)	-intron (ENSMUST00000005064, intron 1 of 10)	360	ENSMUST00000129549	ENSMUSG00000004934	ENSMUST00000147436	NA	ENSMUSG00000004934	Pias4	NA	protein inhibitor of activated STAT 4 [Source:MGI Symbol;Acc:MGI:2136940]	protein_coding
chr10	81169677	81177459	Htt_PeakRegion_05511	WT-mHTT-shared	NA	Intergenic	Intergenic	-3063	ENSMUST00000047864	ENSMUSG00000034994	ENSMUST00000047864	NA	ENSMUSG00000034994	Eef2	NA	eukaryotic translation elongation factor 2 [Source:MGI Symbol;Acc:MGI:95288]	protein_coding
chr10	81182267	81183466	Htt_PeakRegion_05512	WT-specific	NA	promoter-TSS (ENSMUST00000047665)	-promoter-TSS (ENSMUST00000047665)	-140	ENSMUST00000178422	ENSMUSG00000034974	ENSMUST00000047665	NA	ENSMUSG00000034974	Dapk3	NA	death-associated protein kinase 3 [Source:MGI Symbol;Acc:MGI:1203520]	protein_coding
chr10	81185418	81186846	Htt_PeakRegion_05513	mHTT-specific	NA	intron (ENSMUST00000178422, intron 2 of 8)	-intron (ENSMUST00000047665, intron 2 of 8)	-2283	ENSMUST00000056086	ENSMUSG00000053603	ENSMUST00000056086	NA	ENSMUSG00000053603	4930442H23Rik	NA	RIKEN cDNA 4930442H23 gene [Source:MGI Symbol;Acc:MGI:1922144]	TEC
chr10	81187282	81189865	Htt_PeakRegion_05514	WT-specific	NA	intron (ENSMUST00000178422, intron 2 of 8)	-intron (ENSMUST00000047665, intron 2 of 8)	-4725	ENSMUST00000056086	ENSMUSG00000053603	ENSMUST00000056086	NA	ENSMUSG00000053603	4930442H23Rik	NA	RIKEN cDNA 4930442H23 gene [Source:MGI Symbol;Acc:MGI:1922144]	TEC
chr10	81202729	81203313	Htt_PeakRegion_05515	WT-specific	NA	promoter-TSS (ENSMUST00000005069)	-promoter-TSS (ENSMUST00000005069)	-984	ENSMUST00000005069	ENSMUSG00000004939	ENSMUST00000005069	NA	ENSMUSG00000004939	Nmrk2	NA	nicotinamide riboside kinase 2 [Source:MGI Symbol;Acc:MGI:1916814]	protein_coding
chr10	81205305	81205817	Htt_PeakRegion_05516	WT-specific	NA	exon (ENSMUST00000047408, exon 13 of 13)	-exon (ENSMUST00000047408, exon 13 of 13)	-3524	ENSMUST00000005069	ENSMUSG00000004939	ENSMUST00000005069	NA	ENSMUSG00000004939	Nmrk2	NA	nicotinamide riboside kinase 2 [Source:MGI Symbol;Acc:MGI:1916814]	protein_coding
chr10	81263170	81263223	Htt_PeakRegion_05520	WT-specific	NA	TTS (ENSMUST00000117488)	-TTS (ENSMUST00000117488)	2027	ENSMUST00000148735	ENSMUSG00000004933	ENSMUST00000121205	NA	ENSMUSG00000004933	Matk	NA	megakaryocyte-associated tyrosine kinase [Source:MGI Symbol;Acc:MGI:99259]	protein_coding
chr10	81263765	81265051	Htt_PeakRegion_05521	WT-specific	NA	TTS (ENSMUST00000046114)	-TTS (ENSMUST00000046114)	2516	ENSMUST00000145452	ENSMUSG00000034932	ENSMUST00000145452	NA	ENSMUSG00000034932	Mrpl54	NA	mitochondrial ribosomal protein L54 [Source:MGI Symbol;Acc:MGI:1913297]	protein_coding
chr10	81265737	81268250	Htt_PeakRegion_05522	WT-specific	NA	promoter-TSS (ENSMUST00000046114)	-promoter-TSS (ENSMUST00000046114)	-60	ENSMUST00000046114	ENSMUSG00000034932	ENSMUST00000145452	NA	ENSMUSG00000034932	Mrpl54	NA	mitochondrial ribosomal protein L54 [Source:MGI Symbol;Acc:MGI:1913297]	protein_coding
chr10	81398569	81399072	Htt_PeakRegion_05525	WT-specific	NA	TTS (ENSMUST00000020461)	-TTS (ENSMUST00000020461)	1733	ENSMUST00000152670	ENSMUSG00000055053	ENSMUST00000117966	NA	ENSMUSG00000055053	Nfic	NA	nuclear factor I/C [Source:MGI Symbol;Acc:MGI:109591]	protein_coding
chr10	81451364	81451765	Htt_PeakRegion_05527	WT-specific	NA	Intergenic	Intergenic	-9594	ENSMUST00000156926	ENSMUSG00000084849	ENSMUST00000156926	NA	ENSMUSG00000084849	Gm16105	NA	predicted gene 16105 [Source:MGI Symbol;Acc:MGI:3801737]	antisense
chr10	81457673	81466282	Htt_PeakRegion_05528	WT-mHTT-shared	NA	exon (ENSMUST00000118763, exon 12 of 12)	-exon (ENSMUST00000118763, exon 12 of 12)	819	ENSMUST00000156926	ENSMUSG00000084849	ENSMUST00000156926	NA	ENSMUSG00000084849	Gm16105	NA	predicted gene 16105 [Source:MGI Symbol;Acc:MGI:3801737]	antisense
chr10	82221486	82222747	Htt_PeakRegion_05530	WT-specific	NA	Intergenic	Intergenic	19156	ENSMUST00000041264	ENSMUSG00000062931	ENSMUST00000156218	NA	ENSMUSG00000062931	Zfp938	NA	zinc finger protein 938 [Source:MGI Symbol;Acc:MGI:3621440]	protein_coding
chr10	83526714	83526960	Htt_PeakRegion_05532	WT-specific	NA	intron (ENSMUST00000146640, intron 2 of 22)	-intron (ENSMUST00000020497, intron 2 of 22)	6558	ENSMUST00000146640	ENSMUSG00000020256	ENSMUST00000020497	NA	ENSMUSG00000020256	Aldh1l2	NA	aldehyde dehydrogenase 1 family, member L2 [Source:MGI Symbol;Acc:MGI:2444680]	protein_coding
chr10	84622327	84622526	Htt_PeakRegion_05534	WT-specific	NA	promoter-TSS (ENSMUST00000077175)	-promoter-TSS (ENSMUST00000077175)	-10	ENSMUST00000077175	ENSMUSG00000034453	ENSMUST00000077175	NA	ENSMUSG00000034453	Polr3b	NA	polymerase (RNA) III (DNA directed) polypeptide B [Source:MGI Symbol;Acc:MGI:1917678]	protein_coding
chr10	85136092	85136647	Htt_PeakRegion_05538	WT-specific	NA	intron (ENSMUST00000020227, intron 10 of 12)	-intron (ENSMUST00000020227, intron 10 of 12)	-8343	ENSMUST00000050813	ENSMUSG00000049038	ENSMUST00000050813	NA	ENSMUSG00000049038	Mterf2	NA	mitochondrial transcription termination factor 2 [Source:MGI Symbol;Acc:MGI:1921488]	protein_coding
chr10	85713287	85713320	Htt_PeakRegion_05540	WT-specific	NA	Intergenic	Intergenic	59146	ENSMUST00000145433	ENSMUSG00000020042	ENSMUST00000105307	NA	ENSMUSG00000020042	Btbd11	NA	BTB (POZ) domain containing 11 [Source:MGI Symbol;Acc:MGI:1921257]	protein_coding
chr10	85766031	85766125	Htt_PeakRegion_05541	WT-specific	NA	Intergenic	Intergenic	-105753	ENSMUST00000001836	ENSMUSG00000001785	ENSMUST00000001836	NA	ENSMUSG00000001785	Pwp1	NA	PWP1 homolog, endonuclein [Source:MGI Symbol;Acc:MGI:1914735]	protein_coding
chr10	87604444	87604478	Htt_PeakRegion_05544	mHTT-specific	NA	Intergenic	Intergenic	57788	ENSMUST00000133293	ENSMUSG00000020051	ENSMUST00000143624	NA	ENSMUSG00000020051	Pah	NA	phenylalanine hydroxylase [Source:MGI Symbol;Acc:MGI:97473]	protein_coding
chr10	88707936	88708087	Htt_PeakRegion_05545	WT-specific	NA	Intergenic	Intergenic	2115	ENSMUST00000083071	ENSMUSG00000065005	ENSMUST00000083071	NA	ENSMUSG00000065005	n-R5s79	NA	nuclear encoded rRNA 5S 79 [Source:MGI Symbol;Acc:MGI:4421927]	rRNA
chr10	89666151	89666465	Htt_PeakRegion_05548	WT-specific	NA	intron (ENSMUST00000174252, intron 4 of 17)	-intron (ENSMUST00000092227, intron 4 of 17)	-6147	ENSMUST00000174492	ENSMUSG00000069539	ENSMUST00000174252	NA	ENSMUSG00000069539	Scyl2	NA	SCY1-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1289172]	protein_coding
chr10	90650945	90651605	Htt_PeakRegion_05553	WT-specific	NA	intron (ENSMUST00000183156, intron 16 of 25)	-intron (ENSMUST00000099364, intron 2 of 11)	74283	ENSMUST00000099364	ENSMUSG00000058589	ENSMUST00000182356	NA	ENSMUSG00000058589	Anks1b	NA	ankyrin repeat and sterile alpha motif domain containing 1B [Source:MGI Symbol;Acc:MGI:1924781]	protein_coding
chr10	90854936	90855008	Htt_PeakRegion_05555	WT-specific	NA	intron (ENSMUST00000183145, intron 1 of 2)	-intron (ENSMUST00000099364, intron 3 of 11)	25129	ENSMUST00000183145	ENSMUSG00000058589	ENSMUST00000182356	NA	ENSMUSG00000058589	Anks1b	NA	ankyrin repeat and sterile alpha motif domain containing 1B [Source:MGI Symbol;Acc:MGI:1924781]	protein_coding
chr10	90855550	90856523	Htt_PeakRegion_05556	WT-specific	NA	intron (ENSMUST00000183145, intron 1 of 2)	-intron (ENSMUST00000099364, intron 3 of 11)	26194	ENSMUST00000183145	ENSMUSG00000058589	ENSMUST00000182356	NA	ENSMUSG00000058589	Anks1b	NA	ankyrin repeat and sterile alpha motif domain containing 1B [Source:MGI Symbol;Acc:MGI:1924781]	protein_coding
chr10	91084195	91085719	Htt_PeakRegion_05559	WT-specific	NA	intron (ENSMUST00000128371, intron 2 of 2)	-intron (ENSMUST00000020149, intron 1 of 2)	1837	ENSMUST00000135152	ENSMUSG00000019975	ENSMUST00000135152	NA	ENSMUSG00000019975	Ikbip	NA	IKBKB interacting protein [Source:MGI Symbol;Acc:MGI:1914704]	protein_coding
chr10	91122816	91123031	Htt_PeakRegion_05560	WT-specific	NA	promoter-TSS (ENSMUST00000171960)	-promoter-TSS (ENSMUST00000171960)	-701	ENSMUST00000171960	ENSMUSG00000061904	ENSMUST00000171960	NA	ENSMUSG00000061904	Slc25a3	NA	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3 [Source:MGI Symbol;Acc:MGI:1353498]	protein_coding
chr10	93129693	93130291	Htt_PeakRegion_05562	WT-specific	NA	Intergenic	Intergenic	-30884	ENSMUST00000069965	ENSMUSG00000020015	ENSMUST00000069965	NA	ENSMUSG00000020015	Cdk17	NA	cyclin-dependent kinase 17 [Source:MGI Symbol;Acc:MGI:97517]	protein_coding
chr10	93200841	93201436	Htt_PeakRegion_05565	WT-specific	NA	intron (ENSMUST00000069965, intron 1 of 16)	-intron (ENSMUST00000069965, intron 1 of 16)	38354	ENSMUST00000158589	ENSMUSG00000089214	ENSMUST00000158589	NA	ENSMUSG00000089214	Mir1931	NA	microRNA 1931 [Source:MGI Symbol;Acc:MGI:3836967]	miRNA
chr10	93234016	93234256	Htt_PeakRegion_05566	WT-specific	NA	intron (ENSMUST00000069965, intron 11 of 16)	-intron (ENSMUST00000069965, intron 11 of 16)	71351	ENSMUST00000158589	ENSMUSG00000089214	ENSMUST00000158589	NA	ENSMUSG00000089214	Mir1931	NA	microRNA 1931 [Source:MGI Symbol;Acc:MGI:3836967]	miRNA
chr10	93235049	93237397	Htt_PeakRegion_05567	WT-specific	NA	intron (ENSMUST00000069965, intron 13 of 16)	-intron (ENSMUST00000069965, intron 13 of 16)	73438	ENSMUST00000158589	ENSMUSG00000089214	ENSMUST00000158589	NA	ENSMUSG00000089214	Mir1931	NA	microRNA 1931 [Source:MGI Symbol;Acc:MGI:3836967]	miRNA
chr10	93238209	93239084	Htt_PeakRegion_05568	WT-specific	NA	intron (ENSMUST00000069965, intron 15 of 16)	-intron (ENSMUST00000069965, intron 15 of 16)	72164	ENSMUST00000129827	ENSMUSG00000008398	ENSMUST00000151153	NA	ENSMUSG00000008398	Elk3	NA	ELK3, member of ETS oncogene family [Source:MGI Symbol;Acc:MGI:101762]	protein_coding
chr10	93239653	93241409	Htt_PeakRegion_05569	WT-specific	NA	exon (ENSMUST00000069965, exon 17 of 17)	-exon (ENSMUST00000069965, exon 17 of 17)	70280	ENSMUST00000129827	ENSMUSG00000008398	ENSMUST00000151153	NA	ENSMUSG00000008398	Elk3	NA	ELK3, member of ETS oncogene family [Source:MGI Symbol;Acc:MGI:101762]	protein_coding
chr10	93247325	93257403	Htt_PeakRegion_05570	WT-specific	NA	intron (ENSMUST00000151153, intron 3 of 3)	-intron (ENSMUST00000008542, intron 4 of 4)	58447	ENSMUST00000129827	ENSMUSG00000008398	ENSMUST00000151153	NA	ENSMUSG00000008398	Elk3	NA	ELK3, member of ETS oncogene family [Source:MGI Symbol;Acc:MGI:101762]	protein_coding
chr10	93262551	93262680	Htt_PeakRegion_05571	WT-specific	NA	intron (ENSMUST00000151153, intron 2 of 3)	-intron (ENSMUST00000008542, intron 3 of 4)	48195	ENSMUST00000129827	ENSMUSG00000008398	ENSMUST00000151153	NA	ENSMUSG00000008398	Elk3	NA	ELK3, member of ETS oncogene family [Source:MGI Symbol;Acc:MGI:101762]	protein_coding
chr10	93455113	93455249	Htt_PeakRegion_05572	mHTT-specific	NA	intron (ENSMUST00000016033, intron 1 of 18)	-intron (ENSMUST00000016033, intron 1 of 18)	1785	ENSMUST00000016033	ENSMUSG00000015889	ENSMUST00000016033	NA	ENSMUSG00000015889	Lta4h	NA	leukotriene A4 hydrolase [Source:MGI Symbol;Acc:MGI:96836]	protein_coding
chr10	93578286	93578697	Htt_PeakRegion_05573	WT-specific	NA	intron (ENSMUST00000092215, intron 13 of 15)	-intron (ENSMUST00000092215, intron 13 of 15)	-10921	ENSMUST00000181835	ENSMUSG00000097407	ENSMUST00000181835	NA	ENSMUSG00000097407	4933408J17Rik	NA	RIKEN cDNA 4933408J17 gene [Source:MGI Symbol;Acc:MGI:1921704]	lincRNA
chr10	94685542	94686789	Htt_PeakRegion_05580	WT-specific	NA	intron (ENSMUST00000181906, intron 1 of 2)	-intron (ENSMUST00000181906, intron 1 of 2)	2447	ENSMUST00000181906	ENSMUSG00000097164	ENSMUST00000181906	NA	ENSMUSG00000097164	Cep83os	NA	centrosomal protein 83, opposite strand [Source:MGI Symbol;Acc:MGI:1914973]	bidirectional_promoter_lncRNA
chr10	94721219	94721727	Htt_PeakRegion_05581	mHTT-specific	NA	intron (ENSMUST00000020212, intron 3 of 15)	-intron (ENSMUST00000020212, intron 3 of 15)	32683	ENSMUST00000020212	ENSMUSG00000020024	ENSMUST00000020212	NA	ENSMUSG00000020024	Cep83	NA	centrosomal protein 83 [Source:MGI Symbol;Acc:MGI:1924298]	protein_coding
chr10	94877100	94877329	Htt_PeakRegion_05582	WT-specific	NA	intron (ENSMUST00000180573, intron 4 of 4)	-intron (ENSMUST00000099337, intron 5 of 30)	-6167	ENSMUST00000181244	ENSMUSG00000074785	ENSMUST00000180573	NA	ENSMUSG00000074785	Plxnc1	NA	plexin C1 [Source:MGI Symbol;Acc:MGI:1890127]	protein_coding
chr10	94950274	94950500	Htt_PeakRegion_05583	WT-specific	NA	Intergenic	Intergenic	1797	ENSMUST00000158521	ENSMUSG00000089146	ENSMUST00000158521	NA	ENSMUSG00000089146	Gm25266	NA	predicted gene, 25266 [Source:MGI Symbol;Acc:MGI:5455043]	misc_RNA
chr10	97733770	97734105	Htt_PeakRegion_05587	mHTT-specific	NA	Intergenic	Intergenic	-7183	ENSMUST00000166373	ENSMUSG00000079183	ENSMUST00000166373	NA	ENSMUSG00000079183	C030005K15Rik	NA	RIKEN cDNA C030005K15 gene [Source:MGI Symbol;Acc:MGI:3641867]	lincRNA
